ID,Film Name,Date,Genres,Top Actors,Director,Writer,Creator (If writer isn't found)Book,Budget,Gross US,Gross World,Rating,Votes
tt0489099,Jumper,2008,Action | Adventure | Sci-Fi,Hayden Christensen | Jamie Bell | Rachel Bilson | Diane Lane,Doug Liman,David S. Goyer,NotFound,[],"$85 000 000
","$80 172 128
","$225 132 113
"," 6,1", 311044 votes
tt0914798,The Boy in the Striped Pajamas,2008,Drama | War,Asa Butterfield | Zac Mattoon O'Brien | Domonkos Németh | Henry Kingsmill,Mark Herman,John Boyne,NotFound,[],"$12 500 000
","$9 046 156
","$40 416 563
"," 7,7", 224943 votes
tt13016388,The Three-Body Problem,2023,Adventure | Drama | Fantasy,Saamer Usmani | Jess Hong | Jovan Adepo | Sea Shimooka,Minkie Spiro,David Benioff,NotFound,[],NotFound,NotFound,NotFound,NotFound,NotFound
tt14592948,Loving Adults,2022,Crime | Drama | Thriller,Dar Salim | Sonja Richter | Sus Noreen Jondahl Wilkins | Mikael Birkkjær,Barbara Topsøe-Rothenborg,Anna Ekberg,NotFound,[],NotFound,NotFound,NotFound," 6,5", 10400 votes
tt1242460,We Need to Talk About Kevin,2011,Drama | Mystery | Thriller,Tilda Swinton | John C. Reilly | Ezra Miller | Jasper Newell,Lynne Ramsay,Lynne Ramsay,NotFound,[],"$7 000 000
","$1 738 692
","$9 232 318
"," 7,5", 158432 votes
tt0099077,Awakenings,1990,Biography | Drama,Robert De Niro | Robin Williams | Julie Kavner | Ruth Nelson,Penny Marshall,Oliver Sacks,NotFound,[],"$31 000 000
","$52 096 475
","$52 096 475
"," 7,8", 145945 votes
tt0105287,Sex and Zen,1991,Comedy | Drama | Fantasy,Lawrence Ng | Kent Cheng | Elvis Tsui | Lieh Lo,Michael Mak,Alexander Lee,NotFound,[],NotFound,NotFound,NotFound," 5,6", 2582 votes
tt0088933,Cocoon,1985,Comedy | Drama | Sci-Fi,Don Ameche | Wilford Brimley | Hume Cronyn | Brian Dennehy,Ron Howard,Tom Benedek,NotFound,[],"$17 500 000
","$76 113 124
","$85 313 124
"," 6,7", 64990 votes
tt0396171,Perfume: The Story of a Murderer,2006,Crime | Drama | Fantasy,Ben Whishaw | Francesc Albiol | Gonzalo Cunill | Rachel Hurd-Wood,Tom Tykwer,Andrew Birkin,NotFound,[],"$60 000 000
","$2 223 293
","$135 039 924
"," 7,5", 254982 votes
tt9077540,Sweet Magnolias,2020,Drama | Romance,Carson Rowland | JoAnna Garcia Swisher | Brooke Elliott | Heather Headley,NotFound,NotFound,Sheryl J. Anderson,NotFound,NotFound,NotFound,NotFound," 7,3", 19656 votes
tt0274558,The Hours,2002,Drama | Romance,Nicole Kidman | Julianne Moore | Meryl Streep | Stephen Dillane,Stephen Daldry,Michael Cunningham,NotFound,[],"$25 000 000
","$41 675 994
","$108 846 072
"," 7,5", 133863 votes
tt0375912,Layer Cake,2004,Action | Crime | Drama,Daniel Craig | Tom Hardy | Jamie Foreman | Sally Hawkins,Matthew Vaughn,J.J. Connolly,NotFound,[],"£4 000 000
","$2 339 957
","$11 850 214
"," 7,3", 186175 votes
tt0120780,Out of Sight,1998,Comedy | Crime | Drama,George Clooney | Jim Robinson | Mike Malone | Donna Frenzel,Steven Soderbergh,Elmore Leonard,NotFound,[],"$48 000 000
","$37 562 568
","$77 745 966
", 7, 94910 votes
tt0164184,The Sum of All Fears,2002,Action | Drama | Thriller,Ian Mongrain | Russell Bobbitt | James Cromwell | Ken Jenkins,Phil Alden Robinson,Tom Clancy,NotFound,[],"$68 000 000
","$118 907 036
","$193 921 372
"," 6,4", 119325 votes
tt1791528,Inherent Vice,2014,Comedy | Crime | Drama,Joanna Newsom | Katherine Waterston | Joaquin Phoenix | Jordan Christian Hearn,Paul Thomas Anderson,Paul Thomas Anderson,NotFound,[],"$20 000 000
","$8 110 975
","$14 710 975
"," 6,6", 106553 votes
tt0064665,Midnight Cowboy,1969,Drama,Dustin Hoffman | Jon Voight | Sylvia Miles | John McGiver,John Schlesinger,Waldo Salt,NotFound,[],NotFound,NotFound,NotFound," 7,8", 113387 votes
tt0090270,Vision Quest,1985,Drama | Romance | Sport,Matthew Modine | Linda Fiorentino | Michael Schoeffling | Ronny Cox,Harold Becker,Terry Davis,NotFound,[],NotFound,NotFound,NotFound," 6,6", 9340 votes
tt3288518,Younger,20152021,Comedy | Romance,Sutton Foster | Hilary Duff | Debi Mazar | Nico Tortorella,NotFound,NotFound,Darren Star,NotFound,NotFound,NotFound,NotFound," 7,8", 23949 votes
tt0254686,The Piano Teacher,2001,Drama | Music,Isabelle Huppert | Annie Girardot | Benoît Magimel | Susanne Lothar,Michael Haneke,Michael Haneke,NotFound,[],"ATS70 000 000
","$1 012 069
","$6 766 589
"," 7,5", 66626 votes
tt0017136,Metropolis,1927,Drama | Sci-Fi,Alfred Abel | Gustav Fröhlich | Rudolf Klein-Rogge | Fritz Rasp,Fritz Lang,Thea von Harbou,NotFound,[],"DEM6 000 000
","$1 236 166
","$1 349 711
"," 8,3", 176474 votes
tt0133240,Treasure Planet,2002,Animation | Adventure | Family,Roscoe Lee Browne | Corey Burton | Dane A. Davis | Joseph Gordon-Levitt,Ron Clements,Robert Louis Stevenson,NotFound,['Treasure Island'],"$140 000 000
","$38 176 783
","$110 041 363
"," 7,2", 122594 votes
tt1334260,Never Let Me Go,2010,Drama | Romance | Sci-Fi,Carey Mulligan | Andrew Garfield | Izzy Meikle-Small | Charlie Rowe,Mark Romanek,Kazuo Ishiguro,NotFound,[],"$15 000 000
","$2 434 652
","$9 918 093
"," 7,1", 148009 votes
tt0105112,Patriot Games,1992,Action | Thriller,Harrison Ford | Anne Archer | Patrick Bergin | Sean Bean,Phillip Noyce,Tom Clancy,NotFound,[],"$45 000 000
","$83 351 587
","$178 051 587
"," 6,8", 114867 votes
tt3040964,The Jungle Book,2016,Adventure | Drama | Family,Neel Sethi | Bill Murray | Ben Kingsley | Idris Elba,Jon Favreau,Justin Marks,NotFound,[],"$175 000 000
","$364 001 123
","$967 724 775
"," 7,4", 280931 votes
tt0063442,Planet of the Apes,1968,Adventure | Sci-Fi,Charlton Heston | Roddy McDowall | Kim Hunter | Maurice Evans,Franklin J. Schaffner,Michael Wilson,NotFound,[],NotFound,NotFound,NotFound, 8, 183180 votes
tt0067800,Straw Dogs,1971,Crime | Drama | Thriller,Dustin Hoffman | Susan George | Peter Vaughan | T.P. McKenna,Sam Peckinpah,David Zelag Goodman,NotFound,[],NotFound,NotFound,NotFound," 7,4", 61663 votes
tt0119223,Great Expectations,1998,Drama | Romance,Ethan Hawke | Gwyneth Paltrow | Hank Azaria | Chris Cooper,Alfonso Cuarón,Charles Dickens,NotFound,[],"$25 000 000
","$26 420 672
","$55 494 066
"," 6,8", 54730 votes
tt5638642,The Ritual,,Horror | Mystery | Thriller,Rafe Spall | Arsher Ali | Robert James-Collier | Sam Troughton,David Bruckner,Joe Barton,NotFound,[],NotFound,NotFound,NotFound," 6,3", 105341 votes
tt4500922,Maze Runner: The Death Cure,2018,Action | Adventure | Sci-Fi,Dylan O'Brien | Ki Hong Lee | Kaya Scodelario | Thomas Brodie-Sangster,Wes Ball,T.S. Nowlin,NotFound,[],"$62 000 000
","$58 032 443
","$288 175 335
"," 6,2", 145771 votes
tt0156887,Perfect Blue,1997,Animation | Crime | Drama,Junko Iwao | Rica Matsumoto | Shinpachi Tsuji | Masaaki Ôkura,Satoshi Kon,Sadayuki Murai,NotFound,[],"¥3 000 000
","$558 598
","$563 130
", 8, 80583 votes
tt0062512,You Only Live Twice,1967,Action | Adventure | Thriller,Sean Connery | Akiko Wakabayashi | Mie Hama | Tetsurô Tanba,Lewis Gilbert,Harold Jack Bloom,NotFound,[],NotFound,NotFound,NotFound," 6,8", 111988 votes
tt0056592,To Kill a Mockingbird,1962,Crime | Drama,Gregory Peck | John Megna | Frank Overton | Rosemary Murphy,Robert Mulligan,Harper Lee,NotFound,['To Kill a Mockingbird'],"$2 000 000
","$592 237
","$599 146
"," 8,3", 319392 votes
tt0281358,A Walk to Remember,2002,Drama | Romance,Shane West | Mandy Moore | Peter Coyote | Daryl Hannah,Adam Shankman,Nicholas Sparks,NotFound,[],"$11 800 000
","$41 281 092
","$47 494 916
"," 7,3", 214126 votes
tt3799232,The Kissing Booth,2018,Comedy | Romance,Megan du Plessis | Lincoln Pearson | Jack Fokkens | Stephen Jennings,Vince Marcello,Vince Marcello,NotFound,[],NotFound,NotFound,NotFound," 5,9", 86402 votes
tt0082096,The Boat,1981,Drama | War,Jürgen Prochnow | Herbert Grönemeyer | Klaus Wennemann | Hubertus Bengsch,Wolfgang Petersen,Wolfgang Petersen,NotFound,[],"DEM32 000 000
","$11 487 676
","$11 487 676
"," 8,4", 253340 votes
tt1051220,The Shannara Chronicles,20162017,Adventure | Drama | Fantasy,Austin Butler | Ivana Baquero | Manu Bennett | Aaron Jakubenko,NotFound,NotFound,Alfred Gough,NotFound,NotFound,NotFound,NotFound," 7,1", 61622 votes
tt0385752,The Golden Compass,2007,Adventure | Family | Fantasy,Nicole Kidman | Daniel Craig | Dakota Blue Richards | Ben Walker,Chris Weitz,Chris Weitz,NotFound,[],"$180 000 000
","$70 107 728
","$372 234 864
"," 6,1", 191322 votes
tt0059113,Doctor Zhivago,1965,Drama | Romance | War,Omar Sharif | Julie Christie | Geraldine Chaplin | Rod Steiger,David Lean,Boris Pasternak,NotFound,[],NotFound,NotFound,NotFound," 7,9", 78510 votes
tt0064757,On Her Majesty's Secret Service,1969,Action | Adventure | Thriller,George Lazenby | Diana Rigg | Telly Savalas | Gabriele Ferzetti,Peter R. Hunt,Simon Raven,NotFound,[],NotFound,NotFound,NotFound," 6,8", 94207 votes
tt4073790,The Darkest Minds,2018,Action | Adventure | Drama,Amandla Stenberg | Mandy Moore | Bradley Whitford | Harris Dickinson,Jennifer Yuh Nelson,Chad Hodge,NotFound,[],"$34 000 000
","$12 695 691
","$41 142 379
"," 5,7", 33326 votes
tt0107131,Homeward Bound: The Incredible Journey,1993,Adventure | Comedy | Drama,Don Alder | Ed Bernard | Kevin Chevalia | Anne Christianson,Duwayne Dunham,Sheila Burnford,NotFound,['The Incredible Journey'],NotFound,NotFound,NotFound," 6,9", 48072 votes
tt1571234,Mortal Engines,2018,Action | Adventure | Fantasy,Hera Hilmar | Robert Sheehan | Hugo Weaving | Jihae,Christian Rivers,Fran Walsh,NotFound,[],"$100 000 000
","$15 951 040
","$83 869 818
"," 6,1", 129271 votes
tt0091867,A Room with a View,1985,Drama | Romance,Maggie Smith | Helena Bonham Carter | Denholm Elliott | Julian Sands,James Ivory,E.M. Forster,NotFound,[],"$3 000 000
","$20 966 644
","$21 041 453
"," 7,2", 44929 votes
tt0397535,Memoirs of a Geisha,2005,Drama | Romance,Suzuka Ohgo | Togo Igawa | Mako | Samantha Futerman,Rob Marshall,Robin Swicord,NotFound,[],"$85 000 000
","$57 490 508
","$162 242 962
"," 7,3", 153019 votes
tt1212450,Lawless,2012,Biography | Crime | Drama,Shia LaBeouf | Tom Hardy | Jason Clarke | Guy Pearce,John Hillcoat,Nick Cave,NotFound,[],"$26 000 000
","$37 400 127
","$55 404 207
"," 7,2", 245351 votes
tt14641542,The Eight Mountains,2022,Drama,Luca Marinelli | Alessandro Borghi | Lupo Barbiero | Cristiano Sassella,Felix van Groeningen,Paolo Cognetti,NotFound,[],NotFound,NotFound,NotFound," 7,8", 3634 votes
tt12996154,365 Days: This Day,2022,Drama | Romance,Anna-Maria Sieklucka | Michele Morrone | Simone Susinna | Magdalena Lamparska,Barbara Bialowas,Mojca Tirs,NotFound,[],NotFound,NotFound,NotFound," 2,6", 21024 votes
tt1193138,Up in the Air,,Comedy | Drama | Romance,George Clooney | Vera Farmiga | Anna Kendrick | Jason Bateman,Jason Reitman,Walter Kirn,NotFound,[],"$25 000 000
","$83 823 381
","$166 842 739
"," 7,4", 339823 votes
tt0061277,Mannix,19671975,Action | Crime | Drama,Mike Connors | Gail Fisher | Ward Wood | Ron Nyman,NotFound,NotFound,Bruce Geller,NotFound,NotFound,NotFound,NotFound," 7,4", 3799 votes
tt1615065,Savages,,Action | Crime | Drama,Blake Lively | Taylor Kitsch | Aaron Taylor-Johnson | Jana Banker,Oliver Stone,Shane Salerno,NotFound,[],"$45 000 000
","$47 382 068
","$82 966 152
"," 6,4", 131708 votes
tt0449010,Eragon,2006,Action | Adventure | Family,Ed Speleers | Jeremy Irons | Sienna Guillory | Robert Carlyle,Stefen Fangmeier,Peter Buchman,NotFound,[],"$100 000 000
","$75 030 163
","$250 425 512
"," 5,1", 127718 votes
tt0049833,The Ten Commandments,1956,Adventure | Drama | Family,Charlton Heston | Yul Brynner | Anne Baxter | Edward G. Robinson,Cecil B. DeMille,Dorothy Clarke Wilson,NotFound,['Prince of Egypt'],NotFound,NotFound,NotFound," 7,9", 72336 votes
tt11862812,Händelser vid vatten,2023,Crime | Drama | Mystery,Liv Mjönes | Asta Kamma August | Christian Fandango Sundgren | Alba August,Mikael Marcimain,Karin Arrhenius,NotFound,[],NotFound,NotFound,NotFound," 7,1", 1062 votes
tt0117765,Striptease,1996,Comedy | Crime | Drama,Demi Moore | Burt Reynolds | Armand Assante | Ving Rhames,Andrew Bergman,Carl Hiaasen,NotFound,[],"$40 000 000
","$33 109 743
","$113 309 743
"," 4,5", 46483 votes
tt13069986,After We Fell,2021,Drama | Romance,Josephine Langford | Hero Fiennes Tiffin | Louise Lombard | Chance Perdomo,Castille Landon,Anna Todd,NotFound,[],NotFound,NotFound,NotFound," 4,7", 16104 votes
tt0055205,Murder She Said,1961,Comedy | Crime | Drama,Margaret Rutherford | Arthur Kennedy | Muriel Pavlow | James Robertson Justice,George Pollock,Agatha Christie,NotFound,['4·50 From Paddington'],NotFound,NotFound,NotFound," 7,3", 8034 votes
tt0094484,In the Heat of the Night,19881995,Crime | Drama | Mystery,Carroll O'Connor | Alan Autry | David Hart | Hugh O'Connor,NotFound,NotFound,James Lee Barrett,NotFound,NotFound,NotFound,NotFound," 7,6", 5568 votes
tt5580266,The Hate U Give,2018,Crime | Drama,Amandla Stenberg | Regina Hall | Russell Hornsby | Anthony Mackie,George Tillman Jr.,Audrey Wells,NotFound,[],"$23 000 000
","$29 719 483
","$34 934 009
"," 7,5", 37519 votes
tt0106519,Carlito's Way,1993,Crime | Drama | Thriller,Al Pacino | Sean Penn | Penelope Ann Miller | John Leguizamo,Brian De Palma,Edwin Torres,NotFound,"[""Carlito's Way"", 'After Hours']","$30 000 000
","$36 948 322
","$63 848 322
"," 7,9", 221999 votes
tt0066995,Diamonds Are Forever,1971,Action | Adventure | Thriller,Sean Connery | Jill St. John | Charles Gray | Lana Wood,Guy Hamilton,Richard Maibaum,NotFound,[],NotFound,NotFound,NotFound," 6,5", 108828 votes
tt0079944,Stalker,1979,Drama | Sci-Fi,Alisa Freyndlikh | Aleksandr Kaydanovskiy | Anatoliy Solonitsyn | Nikolay Grinko,Andrei Tarkovsky,Arkadiy Strugatskiy,NotFound,['Piknik na obochine'],"RUR1 000 000
","$292 049
","$385 067
"," 8,1", 136696 votes
tt9340860,Let Him Go,2020,Crime | Drama | Thriller,Diane Lane | Kevin Costner | Kayli Carter | Ryan Bruce,Thomas Bezucha,Thomas Bezucha,NotFound,[],NotFound,NotFound,NotFound," 6,7", 29830 votes
tt1563738,One Day,2011,Drama | Romance,Anne Hathaway | Jim Sturgess | Tom Mison | Jodie Whittaker,Lone Scherfig,David Nicholls,NotFound,[],"$15 000 000
","$13 843 771
","$59 389 433
", 7, 156343 votes
tt2304933,The 5th Wave,2016,Action | Adventure | Sci-Fi,Chloë Grace Moretz | Matthew Zuk | Gabriela Lopez | Bailey Anne Borders,J Blakeson,Susannah Grant,NotFound,[],"$38 000 000
","$34 916 787
","$109 906 372
"," 5,2", 111924 votes
tt2908446,The Divergent Series: Insurgent,2015,Action | Adventure | Sci-Fi,Kate Winslet | Jai Courtney | Mekhi Phifer | Shailene Woodley,Robert Schwentke,Brian Duffield,NotFound,[],"$110 000 000
","$130 179 072
","$297 002 527
"," 6,2", 242475 votes
tt9185206,"Are You There God? It's Me, Margaret.",2023,Comedy | Drama,Rachel McAdams | Abby Ryder Fortson | Kathy Bates | Benny Safdie,Kelly Fremon Craig,Judy Blume,NotFound,[],NotFound,NotFound,NotFound,NotFound,NotFound
tt1189073,The Skin I Live In,2011,Drama | Horror | Mystery,Antonio Banderas | Elena Anaya | Marisa Paredes | Jan Cornet,Pedro Almodóvar,Pedro Almodóvar,NotFound,[],"€10 002 914
","$3 185 812
","$33 716 389
"," 7,6", 156157 votes
tt0440963,The Bourne Ultimatum,2007,Action | Mystery | Thriller,Matt Damon | Julia Stiles | David Strathairn | Scott Glenn,Paul Greengrass,Tony Gilroy,NotFound,[],"$110 000 000
","$227 471 070
","$444 100 035
", 8, 639815 votes
tt1340800,Tinker Tailor Soldier Spy,2011,Drama | Mystery | Thriller,Mark Strong | John Hurt | Zoltán Mucsi | Péter Kálloy Molnár,Tomas Alfredson,John le Carré,NotFound,[],"£20 000 000
","$24 149 393
","$81 515 369
", 7, 204880 votes
tt0091474,Manhunter,1986,Crime | Mystery | Thriller,William Petersen | Kim Greist | Joan Allen | Brian Cox,Michael Mann,Thomas Harris,NotFound,['Red Dragon'],"$15 000 000
","$8 620 929
","$8 622 412
"," 7,2", 75552 votes
tt0105265,A River Runs Through It,1992,Drama,Craig Sheffer | Brad Pitt | Tom Skerritt | Brenda Blethyn,Robert Redford,Norman Maclean,NotFound,[],"$12 000 000
","$43 440 294
","$43 440 294
"," 7,2", 62168 votes
tt0490215,Silence,,Drama | History,Andrew Garfield | Adam Driver | Liam Neeson | Tadanobu Asano,Martin Scorsese,Jay Cocks,NotFound,[],"$46 000 000
","$7 100 177
","$23 834 809
"," 7,1", 115340 votes
tt0316396,Peter Pan,2003,Adventure | Family | Fantasy,Jason Isaacs | Jeremy Sumpter | Rachel Hurd-Wood | Lynn Redgrave,P.J. Hogan,J.M. Barrie,NotFound,[],"$100 000 000
","$48 462 608
","$121 975 011
"," 6,8", 74842 votes
tt1464540,I Am Number Four,2011,Action | Adventure | Sci-Fi,Alex Pettyfer | Timothy Olyphant | Teresa Palmer | Dianna Agron,D.J. Caruso,Alfred Gough,NotFound,[],"$60 000 000
","$55 100 437
","$149 878 437
"," 6,1", 240467 votes
tt0371724,The Hitchhiker's Guide to the Galaxy,2005,Adventure | Comedy | Sci-Fi,Bill Bailey | Anna Chancellor | Warwick Davis | Yasiin Bey,Garth Jennings,Douglas Adams,NotFound,[],"$50 000 000
","$51 085 416
","$104 478 416
"," 6,7", 201385 votes
tt1109624,Paddington,2014,Adventure | Comedy | Family,Tim Downie | Madeleine Worrall | Lottie Steer | Geoffrey Palmer,Paul King,Paul King,NotFound,[],"$55 000 000
","$76 271 832
","$282 377 683
"," 7,3", 121131 votes
tt2406566,Atomic Blonde,2017,Action | Thriller,Charlize Theron | James McAvoy | Eddie Marsan | John Goodman,David Leitch,Kurt Johnstad,NotFound,[],"$30 000 000
","$51 687 870
","$100 014 025
"," 6,7", 197423 votes
tt0109446,The Client,1994,Crime | Drama | Mystery,Susan Sarandon | Tommy Lee Jones | Mary-Louise Parker | Anthony LaPaglia,Joel Schumacher,John Grisham,NotFound,[],"$45 000 000
","$92 115 211
","$117 615 211
"," 6,7", 68985 votes
tt1731141,Ender's Game,2013,Action | Adventure | Sci-Fi,Asa Butterfield | Harrison Ford | Hailee Steinfeld | Abigail Breslin,Gavin Hood,Gavin Hood,NotFound,[],"$110 000 000
","$61 737 191
","$125 544 024
"," 6,6", 244253 votes
tt0062803,Chitty Chitty Bang Bang,1968,Adventure | Family | Fantasy,Dick Van Dyke | Sally Ann Howes | Lionel Jeffries | Gert Fröbe,Ken Hughes,Ian Fleming,NotFound,[],NotFound,NotFound,NotFound," 6,9", 47518 votes
tt5093026,Papillon,,Adventure | Biography | Crime,Charlie Hunnam | Damijan Oklopdzic | Christopher Fairbank | Jason Ryan,Michael Noer,Aaron Guzikowski,NotFound,[],NotFound,NotFound,NotFound," 7,2", 78393 votes
tt0059905,Where the Spies Are,1966,Adventure | Comedy,David Niven | Françoise Dorléac | John Le Mesurier | Cyril Cusack,Val Guest,Wolf Mankowitz,NotFound,[],NotFound,NotFound,NotFound," 5,6", 811 votes
tt0091557,The Mosquito Coast,1986,Adventure | Drama | Thriller,Harrison Ford | Helen Mirren | River Phoenix | Jadrien Steele,Peter Weir,Paul Theroux,NotFound,[],"$25 000 000
","$14 302 779
","$14 302 779
"," 6,6", 29762 votes
tt3062096,Inferno,,Action | Adventure | Crime,Tom Hanks | Felicity Jones | Omar Sy | Irrfan Khan,Ron Howard,Dan Brown,NotFound,[],"$75 000 000
","$34 343 574
","$220 021 259
"," 6,2", 179730 votes
tt3797868,The Choice,,Drama | Romance,Benjamin Walker | Teresa Palmer | Maggie Grace | Alexandra Daddario,Ross Katz,Bryan Sipe,NotFound,[],NotFound,NotFound,NotFound," 6,5", 42000 votes
tt0810819,The Danish Girl,2015,Biography | Crime | Drama,Alicia Vikander | Eddie Redmayne | Tusse Silberg | Adrian Schiller,Tom Hooper,Lucinda Coxon,NotFound,[],"$15 000 000
","$11 114 018
","$64 191 523
"," 7,1", 189837 votes
tt0429591,Aquamarine,2006,Comedy | Family | Fantasy,Emma Roberts | JoJo | Sara Paxton | Jake McDorman,Elizabeth Allen Rosenbaum,John Quaintance,NotFound,[],"$12 000 000
","$18 597 342
","$22 989 957
"," 5,4", 43174 votes
tt1196141,Diary of a Wimpy Kid,2010,Comedy | Drama | Family,Zachary Gordon | Robert Capron | Rachael Harris | Steve Zahn,Thor Freudenthal,Jackie Filgo,NotFound,[],"$15 000 000
","$64 003 625
","$76 196 538
"," 6,2", 52868 votes
